order_id,date,item_name,Product_category,quantity,Unit_Price,transaction_amount,transaction_type,received_by,time_of_sale,Customer_ID,Delivery_Address
196,6/25/2022,Side Dish Beans Large,Side ,5,5.79,28.95,Cash,E3960,Evening,(305) 506-1022,"224 Willow Way, Miami"
197,11/8/2022,Chicken Sub 6in ,Chicken_Main ,4,8.99,35.96,Cash,Z2504,Midnight,(307) 510-1000,"318 Cedar Ln, Miami"
198,1/5/2023,Side Dish Plantains,Side ,4,3.59,14.36,Cash,Z2504,Morning,(310) 511-1021,"782 Cedar Ln, Hialeah"
199,2/1/2023,1 chicken and 4 sodas ,Combo ,6,40.54,243.24,Online,E3960,Morning,(310) 510-1008,"653 Main St, Kendall"
200,12/25/2022,Side Dish Fries,Side ,3,3.59,10.77,Cash,E3960,Morning,(310) 510-1017,"237 Maple Dr, Coral Gables"
201,6/30/2022,1 chicken and 4 sodas ,Combo ,1,40.54,40.54,Cash,O8563,Morning,(308) 510-1015,"193 Oak Ave,  Dolphin"
202,9/21/2022,Side Dish Fries,Side ,6,3.59,21.54,Cash,Z2504,Afternoon,(309) 506-1002,"837 Main St,  Dolphin"
203,4/11/2022,1 chichen and 2 sides,Combo ,8,45.59,364.72,Online,Z2504,Midnight,(306) 509-1009,
204,10/24/2022,Side Dish Beans Large,Side ,10,5.79,57.9,Cash,E3960,Evening,(305) 505-1002,
205,10/17/2022,Side Dish Beand,Side ,1,3.59,3.59,Card,Z2504,Afternoon,(307) 507-1022,"286 Cedar Ln, North Miami"
206,7/27/2022,Side Dish Yuca Large,Side ,3,5.79,17.37,Cash,E3960,Night,(309) 500-1004,"983 Elm St, Miami Beach"
207,2/20/2023,Chicha,Soda,2,3.6,7.2,Online,O8563,Evening,(305) 504-1009,"868 Cherry Ct, Kendall"
208,8/26/2022,Side Dish Yuca,Side ,1,3.59,3.59,Cash,Z2504,Midnight,(305) 500-1016,"270 Main St,  Dolphin"
209,12/4/2022,Side Dish Fries,Side ,3,3.59,10.77,Cash,Z2504,Night,(308) 509-1016,
210,1/2/2023,2 Whole Chickents,Chicken_Main ,5,40.79,203.95,Card,O8563,Night,(308) 509-1007,"752 Main St, Kendall"
211,4/18/2022,2 chickens and 4 sides ,Combo ,6,65.49,392.94,Cash,O8563,Morning,(307) 504-1018,"976 Cedar Ln, Miami Beach"
212,5/5/2022,Chicken Sub 12in,Chicken_Main ,7,12.99,90.93,Online,Z2504,Morning,(308) 502-1019,"287 Cedar Ln, Miami"
213,9/29/2022,1/2 chicken salad and 2 sodas ,Combo ,8,17.99,143.92,Card,O8563,Midnight,(306) 502-1012,"909 Main St, North Miami"
214,12/3/2022,Arroz con leche,Desert,4,4.99,19.96,Online,O8563,Evening,(305) 508-1020,
215,12/10/2022,Tres Leches ,Desert,9,4.99,44.91,Card,O8563,Morning,(305) 502-1016,
216,3/7/2023,Side Dish Plantains Large,Side ,4,5.79,23.16,Cash,E3960,Afternoon,(306) 501-1010,"348 Birch Blvd, Miami"
217,3/23/2023,1 Piece Chicken ,Chicken_Main ,7,10.99,76.93,Cash,Z2504,Morning,(307) 508-1012,"193 Cherry Ct, Coral Gables"
218,12/23/2022,1 Whole Chicken,Chicken_Main ,2,23.99,47.98,Online,Z2504,Midnight,(306) 504-1017,"826 Pine Rd, North Miami"
219,10/1/2022,Side Dish Yuca,Side ,9,3.59,32.31,Cash,E3960,Evening,(307) 511-1013,"247 Cedar Ln, Miami Beach"
220,5/13/2022,Side Dish Plantains Large,Side ,1,5.79,5.79,Cash,E3960,Afternoon,(310) 501-1022,"890 Maple Dr,  Dolphin"
221,3/26/2023,1 Whole Chicken,Chicken_Main ,1,23.99,23.99,Online,E3960,Evening,(306) 506-1019,"115 Pine Rd,  Dolphin"
222,9/11/2022,Side Dish Fries Large,Side ,4,5.79,23.16,Cash,Z2504,Morning,(309) 501-1008,
223,9/21/2022,Side Dish Fries,Side ,2,3.59,7.18,Online,Z2504,Night,(305) 509-1007,"222 Oak Ave, North Miami"
224,3/23/2023,2 chickens and 4 sides ,Combo ,1,65.49,65.49,Cash,E3960,Afternoon,(308) 511-1017,"788 Cherry Ct, Doral"
225,3/16/2023,Water ,Soda,4,1.5,6,Cash,E3960,Evening,(307) 510-1020,"735 Cherry Ct, Kendall"
226,12/12/2022,Side Dish Plantains,Side ,6,3.59,21.54,Online,O8563,Afternoon,(310) 506-1012,"104 Main St, Coral Gables"
227,11/17/2022,Side dish Salad,Side ,1,15.45,15.45,Cash,E3960,Afternoon,(310) 500-1022,"933 Birch Blvd, Coral Gables"
228,11/5/2022,Side Dish Plantains,Side ,8,3.59,28.72,Online,Z2504,Night,(308) 502-1012,"403 Cedar Ln, Hialeah"
229,12/15/2022,Chicha,Soda,6,3.6,21.6,Card,Z2504,Evening,(310) 502-1014,"510 Oak Ave, North Miami"
230,4/16/2022,Side Dish Beans Large,Side ,3,5.79,17.37,Online,Z2504,Afternoon,(310) 511-1020,"338 Cedar Ln, Homestead"
231,4/16/2022,Arroz con leche,Desert,10,4.99,49.9,Card,Z2504,Night,(308) 506-1019,"810 Main St, Kendall"
232,4/23/2022,Side Dish Plantains Large,Side ,7,5.79,40.53,Cash,Z2504,Night,(308) 504-1003,"842 Pine Rd, Miami Beach"
233,7/31/2022,Arroz con leche,Desert,4,4.99,19.96,Cash,Z2504,Morning,(310) 507-1013,"608 Oak Ave,  Dolphin"
234,7/27/2022,Side Dish Yuca,Side ,8,3.59,28.72,Cash,Z2504,Midnight,(310) 503-1018,
235,11/29/2022,1 chichen and 2 sides,Combo ,10,45.59,455.9,Cash,E3960,Afternoon,(305) 504-1005,"119 Birch Blvd, Homestead"
236,6/26/2022,Chicken Sub 6in ,Chicken_Main ,7,8.99,62.93,Card,O8563,Evening,(309) 510-1004,"459 Elm St, Doral"
237,11/8/2022,Chicken Sub 12in,Chicken_Main ,10,12.99,129.9,Cash,O8563,Midnight,(309) 505-1011,"384 Oak Ave, Coral Gables"
238,4/26/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,O8563,Morning,(309) 507-1001,"468 Elm St, Homestead"
239,12/4/2022,2 chickens and 4 sides ,Combo ,1,65.49,65.49,Online,O8563,Evening,(309) 502-1017,"311 Cherry Ct, Miami"
240,12/11/2022,Side Dish Fries,Side ,10,3.59,35.9,Cash,E3960,Morning,(306) 511-1012,
241,6/6/2022,Side Dish Mashed Potatoes Large,Side ,3,5.79,17.37,Cash,E3960,Afternoon,(305) 500-1014,"669 Birch Blvd, Coral Gables"
242,12/23/2022,1 Whole Chicken,Chicken_Main ,7,23.99,167.93,Online,Z2504,Midnight,(309) 511-1011,"874 Maple Dr, Miami Beach"
243,11/12/2022,Soda ,Soda,3,1.8,5.4,Cash,Z2504,Midnight,(305) 502-1004,"961 Birch Blvd, Kendall"
244,11/22/2022,Side Dish Plantains Large,Side ,8,5.79,46.32,Online,E3960,Midnight,(308) 511-1005,"767 Pine Rd, Doral"
245,10/3/2022,1 Piece Chicken ,Chicken_Main ,10,10.99,109.9,Cash,E3960,Morning,(310) 504-1010,"735 Elm St, Miami Beach"
246,11/16/2022,1 chichen and 2 sides,Combo ,8,45.59,364.72,Cash,O8563,Afternoon,(306) 506-1015,"456 Pine Rd,  Dolphin"
247,10/3/2022,Side Dish Yuca,Side ,3,3.59,10.77,Card,Z2504,Midnight,(310) 501-1005,"481 Elm St, Hialeah"
248,4/17/2022,Side Dish Beans Large,Side ,8,5.79,46.32,Online,Z2504,Midnight,(309) 508-1020,"989 Maple Dr, Doral"
249,10/26/2022,Side Dish Mashed Potatoes,Side ,6,3.59,21.54,Online,O8563,Afternoon,(308) 502-1008,"143 Oak Ave,  Dolphin"
250,11/15/2022,Side Dish Fries Large,Side ,9,5.79,52.11,Online,O8563,Midnight,(307) 510-1020,"735 Cherry Ct, Kendall"
251,12/21/2022,Side Dish Mashed Potatoes,Side ,3,3.59,10.77,Card,Z2504,Afternoon,(309) 505-1011,"384 Oak Ave, Coral Gables"
252,3/26/2023,Chicha,Soda,9,3.6,32.4,Online,Z2504,Midnight,(308) 506-1011,"836 Main St, Kendall"
253,6/18/2022,2 Whole Chickents,Chicken_Main ,1,40.79,40.79,Online,E3960,Afternoon,(306) 507-1022,"633 Elm St, Miami Beach"
254,10/9/2022,Chicken Sub 12in,Chicken_Main ,3,12.99,38.97,Card,O8563,Afternoon,(307) 503-1010,"947 Main St, Homestead"
255,4/30/2022,Tres Leches ,Desert,1,4.99,4.99,,O8563,Afternoon,(307) 510-1006,
256,3/16/2023,Side Dish Yuca,Side ,5,3.59,17.95,Online,O8563,Midnight,(305) 505-1003,
257,1/3/2023,Side Dish Beans Large,Side ,2,5.79,11.58,Cash,O8563,Midnight,(308) 507-1007,
258,9/6/2022,2 chickens and 4 sides ,Combo ,10,65.49,654.9,Cash,O8563,Midnight,(307) 508-1019,"290 Maple Dr, Hialeah"
259,11/18/2022,Water ,Soda,3,1.5,4.5,Online,Z2504,Morning,(310) 511-1021,"782 Cedar Ln, Hialeah"
260,9/10/2022,Chicha,Soda,6,3.6,21.6,Online,E3960,Night,(309) 504-1017,"657 Elm St, Miami Beach"
261,1/11/2023,2 Whole Chickents,Chicken_Main ,1,40.79,40.79,Cash,O8563,Midnight,(309) 502-1019,
262,3/5/2023,Tres Leches ,Desert,1,4.99,4.99,,Z2504,Evening,(305) 505-1003,
263,6/19/2022,Arroz con leche,Desert,9,4.99,44.91,Cash,O8563,Evening,(307) 506-1015,
264,7/18/2022,Side Dish Yuca,Side ,2,3.59,7.18,Online,E3960,Morning,(309) 511-1010,"790 Elm St, Miami"
265,8/15/2022,2 Whole Chickents,Chicken_Main ,7,40.79,285.53,Cash,E3960,Midnight,(310) 500-1018,
266,10/2/2022,Side Dish Mashed Potatoes Large,Side ,5,5.79,28.95,Online,O8563,Night,(308) 508-1012,"797 Willow Way, Miami"
267,3/5/2023,Side Dish Mashed Potatoes,Side ,5,3.59,17.95,Cash,O8563,Morning,(306) 511-1014,"569 Cherry Ct, North Miami"
268,2/5/2023,Side Dish Fries Large,Side ,8,5.79,46.32,Cash,Z2504,Midnight,(305) 504-1006,"957 Elm St, Homestead"
269,12/22/2022,Side Dish Plantains,Side ,8,3.59,28.72,,Z2504,Midnight,(306) 500-1010,"990 Cherry Ct, Kendall"
270,9/7/2022,Arroz con leche,Desert,3,4.99,14.97,Cash,Z2504,Evening,(305) 500-1000,
271,5/3/2022,Side Dish Mashed Potatoes,Side ,4,3.59,14.36,Cash,Z2504,Evening,(308) 507-1020,"225 Pine Rd, North Miami"
272,7/29/2022,1 Piece Chicken ,Chicken_Main ,8,10.99,87.92,Online,E3960,Night,(309) 506-1002,"837 Main St,  Dolphin"
273,8/15/2022,Side Dish Mashed Potatoes Large,Side ,5,5.79,28.95,Cash,O8563,Midnight,(306) 511-1000,"963 Cedar Ln,  Dolphin"
274,1/4/2023,Chicken Sub 12in,Chicken_Main ,1,12.99,12.99,Online,Z2504,Night,(305) 500-1013,"111 Cedar Ln, North Miami"
275,2/4/2023,Side Dish Fries,Side ,6,3.59,21.54,Online,E3960,Night,(305) 506-1017,
276,9/30/2022,Arroz con leche,Desert,4,4.99,19.96,Cash,O8563,Midnight,(305) 508-1001,"372 Main St, Coral Gables"
277,12/8/2022,Side Dish Fries Large,Side ,5,5.79,28.95,Cash,Z2504,Midnight,(309) 507-1007,"532 Pine Rd, Hialeah"
278,6/19/2022,Side Dish Beand,Side ,8,3.59,28.72,Online,Z2504,Night,(306) 506-1006,"555 Cedar Ln, Miami"
279,9/14/2022,Alfajor,Desert,9,3.45,31.05,Cash,Z2504,Afternoon,(305) 504-1005,"119 Birch Blvd, Homestead"
280,10/9/2022,Soda ,Soda,5,1.8,9,Online,O8563,Evening,(306) 509-1018,"821 Pine Rd, Doral"
281,8/9/2022,2 Whole Chickents,Chicken_Main ,4,40.79,163.16,Cash,O8563,Afternoon,(305) 509-1003,"112 Main St, Homestead"
282,5/16/2022,1/2 chicken with fries ,Combo ,9,15.99,143.91,,Z2504,Morning,(309) 509-1007,"242 Cedar Ln, Homestead"
283,7/2/2022,Alfajor,Desert,3,3.45,10.35,Cash,E3960,Midnight,(308) 507-1019,"689 Birch Blvd, Hialeah"
284,1/29/2023,Chicken Sub 12in,Chicken_Main ,2,12.99,25.98,,O8563,Afternoon,(310) 507-1021,"150 Birch Blvd,  Dolphin"
285,6/28/2022,Alfajor,Desert,7,3.45,24.15,,Z2504,Night,(309) 502-1004,"665 Elm St, Miami"
286,12/14/2022,Side Dish Fries Large,Side ,5,5.79,28.95,,E3960,Night,(310) 507-1017,"630 Willow Way,  Dolphin"
287,8/6/2022,Side Dish Beand,Side ,6,3.59,21.54,Cash,O8563,Morning,(306) 509-1009,
288,8/22/2022,Side Dish Yuca Large,Side ,9,5.79,52.11,Cash,Z2504,Night,(308) 501-1003,"662 Pine Rd, Miami Beach"
289,11/28/2022,Alfajor,Desert,8,3.45,27.6,Online,Z2504,Midnight,(308) 506-1018,"616 Pine Rd, Miami"
290,5/3/2022,Side Dish Yuca Large,Side ,1,5.79,5.79,Cash,Z2504,Morning,(310) 505-1007,"362 Cedar Ln, Hialeah"
291,1/27/2023,Tres Leches ,Desert,3,4.99,14.97,Online,Z2504,Night,(307) 500-1015,"445 Maple Dr, Coral Gables"
292,1/16/2023,Tres Leches ,Desert,1,4.99,4.99,Cash,O8563,Midnight,(309) 509-1017,"772 Pine Rd, Miami"
293,4/21/2022,Tres Leches ,Desert,1,4.99,4.99,Online,Z2504,Morning,(308) 510-1008,"301 Willow Way,  Dolphin"
294,9/23/2022,Side dish Salad,Side ,2,15.45,30.9,Cash,E3960,Evening,(308) 509-1016,
295,7/21/2022,Side dish Salad,Side ,4,15.45,61.8,Cash,O8563,Midnight,(306) 503-1019,"780 Maple Dr, Doral"
296,2/6/2023,Chicken Sub 6in ,Chicken_Main ,9,8.99,80.91,Cash,E3960,Afternoon,(307) 505-1001,"164 Main St, North Miami"
297,4/30/2022,Side Dish Fries Large,Side ,1,5.79,5.79,Online,Z2504,Evening,(307) 503-1000,"193 Oak Ave, Doral"
298,7/19/2022,Side Dish Yuca,Side ,6,3.59,21.54,Cash,E3960,Afternoon,(310) 503-1013,"741 Pine Rd, Coral Gables"
299,7/22/2022,1 chicken and 4 sodas ,Combo ,10,40.54,405.4,Online,Z2504,Evening,(305) 509-1004,"773 Willow Way, North Miami"
300,6/27/2022,Side Dish Beand,Side ,3,3.59,10.77,Cash,E3960,Afternoon,(309) 509-1022,"420 Pine Rd,  Dolphin"
301,1/28/2023,1/2 chicken with fries ,Combo ,8,15.99,127.92,Cash,E3960,Night,(310) 501-1021,"632 Oak Ave,  Dolphin"
302,3/21/2023,Tres Leches ,Desert,1,4.99,4.99,Cash,O8563,Night,(309) 508-1007,"285 Willow Way, North Miami"
303,7/2/2022,Side Dish Fries Large,Side ,5,5.79,28.95,Cash,Z2504,Midnight,(308) 507-1004,"805 Main St,  Dolphin"
304,5/28/2022,1 Piece Chicken ,Chicken_Main ,10,10.99,109.9,Online,Z2504,Morning,(308) 509-1007,"752 Main St, Kendall"
305,3/5/2023,Side Dish Yuca Large,Side ,9,5.79,52.11,,Z2504,Morning,(308) 507-1004,"805 Main St,  Dolphin"
306,3/3/2023,Chicken Sub 12in,Chicken_Main ,7,12.99,90.93,Online,O8563,Morning,(305) 507-1015,
307,2/13/2023,2 chickens and 4 sides ,Combo ,5,65.49,327.45,Cash,O8563,Evening,(306) 504-1001,"751 Cedar Ln, Miami"
308,12/17/2022,2 Whole Chickents,Chicken_Main ,4,40.79,163.16,Online,Z2504,Evening,(307) 504-1011,"504 Elm St, Miami"
309,10/14/2022,2 Whole Chickents,Chicken_Main ,3,40.79,122.37,Online,O8563,Evening,(306) 509-1004,"157 Oak Ave, Miami Beach"
310,4/25/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,O8563,Afternoon,(308) 509-1008,"397 Elm St, Kendall"
311,7/31/2022,1 chicken and 4 sodas ,Combo ,4,40.54,162.16,,E3960,Morning,(309) 501-1008,
312,12/28/2022,Chicha,Soda,9,3.6,32.4,Cash,E3960,Night,(308) 500-1008,"878 Cedar Ln,  Dolphin"
313,4/19/2022,Chicken Sub 6in ,Chicken_Main ,5,8.99,44.95,Cash,O8563,Midnight,(305) 507-1014,"978 Willow Way, Miami Beach"
314,2/27/2023,Side Dish Plantains Large,Side ,4,5.79,23.16,Online,E3960,Morning,(306) 511-1002,"403 Birch Blvd, Miami Beach"
315,2/20/2023,Chicken Sub 12in,Chicken_Main ,2,12.99,25.98,Online,E3960,Afternoon,(307) 508-1004,"657 Willow Way, Kendall"
316,11/2/2022,Side Dish Fries,Side ,10,3.59,35.9,Online,Z2504,Morning,(310) 506-1007,"364 Pine Rd, Homestead"
317,3/10/2023,2 Whole Chickents,Chicken_Main ,7,40.79,285.53,Online,O8563,Afternoon,(307) 502-1000,"954 Cherry Ct, Kendall"
318,12/21/2022,Tres Leches ,Desert,4,4.99,19.96,Online,O8563,Midnight,(305) 509-1005,"918 Cedar Ln,  Dolphin"
319,6/30/2022,2 Whole Chickents,Chicken_Main ,6,40.79,244.74,Cash,Z2504,Afternoon,(309) 511-1015,
320,3/18/2023,2 Whole Chickents,Chicken_Main ,4,40.79,163.16,Cash,O8563,Afternoon,(306) 507-1008,"851 Maple Dr,  Dolphin"
321,2/8/2023,Side Dish Mashed Potatoes Large,Side ,1,5.79,5.79,Cash,Z2504,Evening,(309) 506-1012,"126 Maple Dr, Miami Beach"
322,5/5/2022,Side Dish Plantains,Side ,4,3.59,14.36,Cash,E3960,Morning,(305) 508-1005,"677 Oak Ave, Homestead"
323,12/29/2022,Soda ,Soda,8,1.8,14.4,Cash,O8563,Morning,(308) 509-1013,"352 Oak Ave, Miami"
324,7/18/2022,Side Dish Fries,Side ,7,3.59,25.13,Online,Z2504,Night,(306) 511-1001,"712 Cherry Ct, Hialeah"
325,3/2/2023,2 chickens and 4 sides ,Combo ,10,65.49,654.9,,O8563,Afternoon,(307) 506-1015,
326,5/3/2022,Side Dish Yuca Large,Side ,5,5.79,28.95,Cash,Z2504,Evening,(305) 501-1013,"730 Main St, Miami"
327,11/29/2022,Chicken Sub 6in ,Chicken_Main ,7,8.99,62.93,Cash,E3960,Midnight,(309) 501-1009,"661 Cherry Ct, Doral"
328,6/16/2022,Side Dish Mashed Potatoes Large,Side ,2,5.79,11.58,Online,O8563,Evening,(310) 507-1008,"384 Elm St, Miami Beach"
329,1/10/2023,1/2 Chicken,Chicken_Main ,5,13.13,65.65,Online,E3960,Afternoon,(305) 506-1021,"176 Oak Ave, Kendall"
330,9/22/2022,1 Whole Chicken,Chicken_Main ,4,23.99,95.96,,Z2504,Morning,(309) 506-1015,"977 Main St, Coral Gables"
331,8/21/2022,Side Dish Yuca Large,Side ,5,5.79,28.95,Online,Z2504,Evening,(308) 509-1012,"385 Cedar Ln, Coral Gables"
332,2/17/2023,Soda ,Soda,2,1.8,3.6,,E3960,Afternoon,(308) 508-1008,"553 Cedar Ln, Doral"
333,10/30/2022,Arroz con leche,Desert,8,4.99,39.92,Cash,O8563,Afternoon,(305) 507-1015,
334,4/4/2022,Arroz con leche,Desert,1,4.99,4.99,Cash,Z2504,Evening,(307) 506-1017,"708 Main St, Miami"
335,10/24/2022,Soda ,Soda,8,1.8,14.4,Cash,E3960,Night,(306) 504-1012,"631 Oak Ave, Homestead"
336,9/3/2022,Chicha,Soda,2,3.6,7.2,,O8563,Midnight,(308) 509-1013,"352 Oak Ave, Miami"
337,10/15/2022,Side Dish Mashed Potatoes Large,Side ,3,5.79,17.37,Online,E3960,Midnight,(310) 507-1003,"419 Main St, Hialeah"
338,5/6/2022,Side Dish Fries Large,Side ,4,5.79,23.16,Cash,E3960,Morning,(309) 503-1015,"248 Birch Blvd, Coral Gables"
339,2/16/2023,Side Dish Plantains,Side ,9,3.59,32.31,,E3960,Midnight,(305) 509-1013,"914 Cherry Ct, Kendall"
340,6/2/2022,1/2 chicken with fries ,Combo ,6,15.99,95.94,Cash,O8563,Evening,(305) 500-1001,"390 Maple Dr, Miami"
341,3/19/2023,Arroz con leche,Desert,1,4.99,4.99,Cash,Z2504,Evening,(305) 500-1013,"111 Cedar Ln, North Miami"
342,3/11/2023,Side Dish Mashed Potatoes,Side ,5,3.59,17.95,Online,E3960,Afternoon,(310) 506-1018,"856 Pine Rd, Hialeah"
343,1/18/2023,1/2 chicken salad and 2 sodas ,Combo ,1,17.99,17.99,Cash,Z2504,Afternoon,(306) 509-1019,"466 Cedar Ln, Kendall"
344,5/13/2022,Side Dish Yuca Large,Side ,9,5.79,52.11,Cash,Z2504,Night,(310) 510-1000,"436 Main St, Miami Beach"
345,5/9/2022,Water ,Soda,9,1.5,13.5,Online,E3960,Night,(307) 504-1019,"567 Main St, Miami"
346,1/31/2023,Water ,Soda,9,1.5,13.5,Cash,Z2504,Morning,(307) 502-1003,"883 Maple Dr, Coral Gables"
347,6/24/2022,1/2 chicken with fries ,Combo ,1,15.99,15.99,Cash,O8563,Afternoon,(307) 509-1006,"173 Main St,  Dolphin"
348,9/19/2022,Side Dish Plantains,Side ,7,3.59,25.13,Online,E3960,Midnight,(308) 506-1015,"998 Pine Rd, Coral Gables"
349,8/17/2022,Side Dish Mashed Potatoes,Side ,3,3.59,10.77,Cash,O8563,Evening,(307) 509-1002,"213 Cedar Ln,  Dolphin"
350,9/21/2022,1/2 chicken salad and 2 sodas ,Combo ,1,17.99,17.99,Online,Z2504,Morning,(306) 511-1005,"275 Elm St, Miami"
351,7/8/2022,Side Dish Mashed Potatoes Large,Side ,9,5.79,52.11,Online,E3960,Night,(306) 511-1006,"184 Oak Ave, Miami Beach"
352,5/25/2022,1/2 Chicken,Chicken_Main ,1,13.13,13.13,Cash,Z2504,Night,(307) 511-1017,"952 Cherry Ct, Miami"
353,5/18/2022,1 Whole Chicken,Chicken_Main ,2,23.99,47.98,Online,Z2504,Midnight,(305) 507-1011,
354,1/16/2023,Chicken Sub 12in,Chicken_Main ,3,12.99,38.97,Online,Z2504,Midnight,(306) 500-1018,"779 Pine Rd, Hialeah"
355,3/15/2023,Tres Leches ,Desert,2,4.99,9.98,Online,Z2504,Midnight,(308) 503-1005,"504 Willow Way, Kendall"
356,5/26/2022,Side Dish Mashed Potatoes Large,Side ,4,5.79,23.16,Cash,Z2504,Night,(305) 509-1003,"112 Main St, Homestead"
357,9/21/2022,Side Dish Plantains Large,Side ,7,5.79,40.53,Online,E3960,Afternoon,(307) 509-1004,
358,10/27/2022,Chicken Sub 12in,Chicken_Main ,3,12.99,38.97,Cash,Z2504,Night,(307) 508-1010,"260 Elm St, Homestead"
359,8/27/2022,Side dish Salad,Side ,2,15.45,30.9,Online,Z2504,Night,(305) 501-1021,"860 Cherry Ct, North Miami"
360,10/6/2022,Side Dish Beans Large,Side ,4,5.79,23.16,Online,Z2504,Midnight,(307) 504-1016,"409 Birch Blvd, Doral"
361,6/30/2022,Arroz con leche,Desert,3,4.99,14.97,,O8563,Night,(310) 508-1004,"469 Elm St,  Dolphin"
362,12/30/2022,Side Dish Yuca,Side ,6,3.59,21.54,Cash,Z2504,Morning,(306) 507-1011,"473 Main St, Miami Beach"
363,5/9/2022,Arroz con leche,Desert,7,4.99,34.93,Online,E3960,Afternoon,(309) 510-1021,"854 Elm St, Hialeah"
364,10/11/2022,Side Dish Plantains,Side ,7,3.59,25.13,Online,E3960,Night,(308) 511-1007,"892 Maple Dr,  Dolphin"
365,7/8/2022,1 Whole Chicken,Chicken_Main ,7,23.99,167.93,Online,O8563,Night,(308) 502-1009,"284 Cedar Ln, Coral Gables"
366,11/30/2022,Alfajor,Desert,7,3.45,24.15,Online,O8563,Afternoon,(310) 501-1005,"481 Elm St, Hialeah"
367,8/10/2022,Water ,Soda,1,1.5,1.5,,Z2504,Afternoon,(308) 504-1006,"454 Cherry Ct, Hialeah"
368,8/31/2022,Side Dish Yuca Large,Side ,5,5.79,28.95,Cash,Z2504,Night,(310) 509-1000,"234 Willow Way, North Miami"
369,7/3/2022,Alfajor,Desert,1,3.45,3.45,Online,E3960,Evening,(310) 507-1001,"918 Pine Rd, Homestead"
370,5/28/2022,Side Dish Plantains,Side ,9,3.59,32.31,,O8563,Midnight,(309) 506-1020,"235 Main St, North Miami"
371,10/18/2022,1/2 Chicken,Chicken_Main ,6,13.13,78.78,Online,Z2504,Night,(309) 501-1021,
372,11/19/2022,Side Dish Mashed Potatoes Large,Side ,6,5.79,34.74,,Z2504,Morning,(308) 506-1009,"393 Pine Rd, Miami"
373,5/8/2022,2 chickens and 4 sides ,Combo ,8,65.49,523.92,Cash,Z2504,Midnight,(306) 507-1019,"513 Main St, Coral Gables"
374,7/24/2022,Side Dish Beand,Side ,2,3.59,7.18,Online,Z2504,Midnight,(306) 506-1006,"555 Cedar Ln, Miami"
375,11/17/2022,Side Dish Plantains,Side ,2,3.59,7.18,Cash,O8563,Evening,(305) 510-1011,"420 Main St, Kendall"
376,12/4/2022,Alfajor,Desert,7,3.45,24.15,Cash,O8563,Midnight,(306) 502-1019,"435 Cherry Ct, Kendall"
377,5/20/2022,Side Dish Mashed Potatoes Large,Side ,10,5.79,57.9,Online,Z2504,Evening,(307) 503-1005,
378,4/24/2022,Soda ,Soda,6,1.8,10.8,Cash,Z2504,Midnight,(307) 510-1002,"271 Cherry Ct, Kendall"
379,2/15/2023,Side Dish Mashed Potatoes,Side ,1,3.59,3.59,,E3960,Afternoon,(307) 510-1011,"892 Cedar Ln, Miami Beach"
380,10/20/2022,1 chichen and 2 sides,Combo ,1,45.59,45.59,Online,Z2504,Afternoon,(305) 511-1008,"305 Birch Blvd,  Dolphin"
381,2/26/2023,Side Dish Mashed Potatoes,Side ,7,3.59,25.13,Online,E3960,Morning,(305) 501-1013,"730 Main St, Miami"
382,8/16/2022,1 chicken and 4 sodas ,Combo ,7,40.54,283.78,Cash,Z2504,Night,(307) 507-1002,"648 Willow Way, Kendall"
383,5/6/2022,1/2 Chicken,Chicken_Main ,7,13.13,91.91,Online,E3960,Morning,(308) 510-1006,"157 Cedar Ln, Kendall"
384,10/22/2022,Side Dish Plantains Large,Side ,6,5.79,34.74,Online,Z2504,Afternoon,(305) 508-1009,
385,4/25/2022,Side Dish Plantains,Side ,1,3.59,3.59,Cash,E3960,Morning,(305) 510-1013,"472 Birch Blvd, North Miami"
386,11/23/2022,Side Dish Mashed Potatoes,Side ,6,3.59,21.54,Online,Z2504,Midnight,(307) 511-1005,"253 Birch Blvd, Miami Beach"
387,3/17/2023,Side Dish Fries Large,Side ,1,5.79,5.79,Cash,E3960,Midnight,(305) 511-1014,"991 Maple Dr, Doral"
388,10/9/2022,Side Dish Beand,Side ,8,3.59,28.72,Cash,Z2504,Evening,(306) 506-1016,
389,12/22/2022,Arroz con leche,Desert,9,4.99,44.91,Cash,E3960,Evening,(305) 500-1002,"912 Birch Blvd, Miami Beach"
390,6/18/2022,Side Dish Plantains,Side ,3,3.59,10.77,,O8563,Midnight,(305) 510-1008,
391,4/21/2022,Arroz con leche,Desert,8,4.99,39.92,Online,Z2504,Night,(310) 500-1003,"384 Elm St, Coral Gables"
392,9/18/2022,Side Dish Beans Large,Side ,8,5.79,46.32,Online,O8563,Night,(306) 505-1013,"328 Oak Ave, Doral"
393,7/2/2022,1 Whole Chicken,Chicken_Main ,7,23.99,167.93,Online,Z2504,Evening,(310) 507-1004,"217 Oak Ave, Homestead"
394,4/3/2022,Side Dish Mashed Potatoes Large,Side ,3,5.79,17.37,Cash,O8563,Morning,(307) 507-1012,
395,1/31/2023,1/2 Chicken,Chicken_Main ,9,13.13,118.17,Cash,Z2504,Evening,(305) 501-1020,"589 Cherry Ct, Doral"
